Time,FuturePrice,Sharpe,Score,Polarity,Subjectivity,Open,VolumeCoin,Bitcoin,Ethereum,high,low,close,RSI,SMA,Corr,SAR,ADX,Return,Pred_Signal,str_ret,strategy_cu_return,market_cu_return
2019-07-25 18:45:00,97.805,-0.4155697434331053,0.7704485488126649,0.28500000000000003,0.32333333333333336,93.4,657.5,9921.26,220.17,93.53,93.36,93.4,54.05467222697419,93.30399999999997,0.776783628861092,93.25088,8.165821062543472,0.00042835725649652615,0,-0.0,0.0,0.0
2019-07-25 18:50:00,97.805,-0.4155697434331053,0.7704485488126649,0.28500000000000003,0.32333333333333336,93.23,811.15,9893.17,219.85,93.42,93.23,93.23,48.00608392592345,93.30699999999997,0.6924560239829003,93.64,8.106268811415912,-0.0018217869261946784,0,0.0,0.0,0.0
2019-07-25 18:55:00,97.805,-0.4155697434331053,0.7704485488126649,0.28500000000000003,0.32333333333333336,93.42,201.27,9903.58,219.98,93.42,93.07,93.42,54.34956793416921,93.35999999999999,0.5063952600438204,93.558,9.244166880351028,0.0020358967653597523,0,0.0,0.0,0.0
2019-07-25 19:00:00,97.805,-0.4155697434331053,0.7704485488126649,0.28500000000000003,0.32333333333333336,93.47,652.54,9917.35,220.01,93.48,93.38,93.47,55.92199721530986,93.40199999999997,0.12597690662959798,93.07,9.65921254487806,0.0005350741205301606,0,-0.0,0.0,0.0
2019-07-25 19:05:00,97.805,-0.4155697434331053,0.7704485488126649,0.28500000000000003,0.32333333333333336,93.44,214.52,9920.29,220.25,93.51,93.34,93.44,54.666668173167224,93.40399999999998,0.2645996016935282,93.07,10.34786383706381,-0.0003210101145751275,0,-0.0,0.0,0.0
2019-07-25 19:10:00,97.805,-0.4155697434331053,0.7704485488126649,0.28500000000000003,0.32333333333333336,93.36,548.23,9911.98,220.46,93.48,93.35,93.36,51.25742550744009,93.41199999999999,-0.1787317579120769,93.158,10.967650000030986,-0.0008565311016163581,0,0.0,0.0,0.0
2019-07-25 19:15:00,97.805,-0.4155697434331053,0.7704485488126649,0.28500000000000003,0.32333333333333336,93.57,225.54,9924.2,220.74,93.63,93.36,93.57,58.7589834707334,93.41599999999998,0.3028928874898977,93.22840000000001,9.896474221160622,0.0022468313095210194,0,-0.0,0.0,0.0
2019-07-25 19:20:00,97.805,-0.4155697434331053,0.7704485488126649,0.28500000000000003,0.32333333333333336,93.42,337.14,9904.97,220.34,93.63,93.42,93.42,52.36313586368636,93.405,0.6069391738036775,93.30872000000001,8.932416020177294,-0.001604364213859574,0,-0.0,0.0,0.0
2019-07-25 19:25:00,97.805,-0.4155697434331053,0.7704485488126649,0.04545454545454545,0.15151515151515152,93.29,129.61,9901.88,220.14,93.49,93.29,93.29,47.39528493108817,93.39599999999999,0.49664799911460783,93.63,9.353361504812955,-0.0013925341010922426,0,0.0,0.0,0.0
2019-07-25 19:30:00,97.805,-0.4155697434331053,0.7704485488126649,0.033888888888888885,0.3169444444444444,93.35,140.05,9898.89,219.91,93.36,93.26,93.35,49.8359108988169,93.395,0.48179394798695135,93.63,10.019976260589347,0.0006429490148617498,0,0.0,0.0,0.0
2019-07-25 19:35:00,97.805,-0.4155697434331053,0.7704485488126649,-0.039285714285714285,0.03452380952380952,93.38,117.06,9894.77,219.77,93.41,93.34,93.38,51.09641637045811,93.393,0.635136532575533,93.556,9.949268076652206,0.00032131955505926236,0,0.0,0.0,0.0
2019-07-25 19:40:00,97.805,-0.4155697434331053,0.7704485488126649,0.23,0.2566666666666667,93.52,467.34,9910.64,219.92,93.52,93.38,93.52,56.73365345923417,93.422,0.4070895170155495,93.26,9.376441309606763,0.0014981276210219918,0,0.0,0.0,0.0
2019-07-25 19:45:00,97.805,-0.4155697434331053,0.7704485488126649,0.1090909090909091,0.2571428571428572,93.75,654.46,9926.15,220.4,93.75,93.52,93.75,64.25503732627084,93.45500000000001,0.9025890973428411,93.312,11.00044037785618,0.002456347686707166,0,-0.0,0.0,0.0
2019-07-25 19:50:00,97.805,-0.4155697434331053,0.7704485488126649,0.08,0.08,93.42,657.36,9894.69,219.76,93.77,93.42,93.42,50.311866365428514,93.45,0.7138493547513552,93.38,11.238492817989176,-0.003526209776558201,0,-0.0,0.0,0.0
2019-07-25 19:55:00,97.805,-0.4155697434331053,0.7704485488126649,-0.021428571428571432,0.057142857142857134,93.32,401.69,9873.28,219.43,93.44,93.23,93.32,46.88621547326135,93.43799999999999,0.5639342391993014,93.77,10.710346880306131,-0.0010710079207328761,0,0.0,0.0,0.0
2019-07-25 20:00:00,97.805,-0.4155697434331053,0.7704485488126649,-0.016975308641975308,0.08827160493827163,93.37,725.6,9882.43,219.41,93.41,93.31,93.37,48.822113664649464,93.439,0.4822572201576989,93.77,10.23501553639139,0.0005356473426054498,0,-0.0,0.0,0.0
2019-07-25 20:05:00,97.805,-0.4155697434331053,0.7704485488126649,0.09974747474747477,0.22204184704184704,93.27,2693.63,9866.42,219.22,93.39,93.25,93.27,45.16401592730879,93.40900000000002,0.5552315101613886,93.66199999999999,10.393560409885632,-0.0010715817570624306,0,-0.0,0.0,0.0
2019-07-25 20:10:00,97.805,-0.4155697434331053,0.7704485488126649,0.2343434343434344,0.40479797979797977,93.15,414.55,9858.05,218.91,93.27,92.94,93.15,41.061826357473585,93.38200000000003,0.6781341369081216,93.5756,12.860512777692042,-0.0012874156911745736,0,-0.0,0.0,0.0
2019-07-25 20:15:00,97.805,-0.4155697434331053,0.7704485488126649,0.0,0.0,93.06,5712.59,9850.31,218.89,93.18,93.02,93.06,38.172525156503276,93.35900000000004,0.7737109151623017,93.44847999999999,15.080769908717809,-0.00096665063109499,0,-0.0,0.0,0.0
2019-07-25 20:20:00,97.805,-0.4155697434331053,0.7704485488126649,0.1875,0.3458333333333333,91.84,5011.58,9686.81,215.38,93.06,91.57,91.84,18.532031541941908,93.20800000000003,0.9646595875849054,93.34678399999999,20.997960221155587,-0.013196513845246175,0,0.0,0.0,0.0
2019-07-25 20:25:00,97.805,-0.4155697434331053,0.7704485488126649,0.0,0.02777777777777778,92.1,3500.99,9723.34,216.58,92.24,91.77,92.1,27.379731140318142,93.08000000000003,0.9261599579599696,93.18,26.323431502349585,0.002827010690004836,0,-0.0,0.0,0.0
2019-07-25 20:30:00,97.805,-0.4155697434331053,0.7704485488126649,0.2840909090909091,0.23896103896103896,91.78,6164.53,9698.01,215.98,92.14,91.46,91.78,23.83919388268613,92.90600000000003,0.9213045290473136,93.06,31.47013126620566,-0.0034805342945736953,0,0.0,0.0,0.0
2019-07-25 20:35:00,97.805,-0.4155697434331053,0.7704485488126649,0.012857142857142859,0.2414285714285714,91.93,755.03,9717.78,216.42,92.12,91.47,91.93,28.644968125994158,92.72400000000002,0.878649212413168,92.74,36.10216105367613,0.001633008908975819,0,0.0,0.0,0.0
2019-07-25 20:40:00,97.805,-0.4155697434331053,0.7704485488126649,0.125,0.15,91.93,398.72,9723.6,216.48,92.16,91.89,91.93,28.644968125994158,92.57500000000003,0.8375759854694045,92.484,39.89017287180635,0.0,0,0.0,0.0,0.0
