Time,FuturePrice,Sharpe,Score,Polarity,Subjectivity,Open,VolumeCoin,Bitcoin,Litecoin,high,low,close,RSI,SMA,Corr,SAR,ADX,Return,Pred_Signal,str_ret,strategy_cu_return,market_cu_return
2019-07-25 18:45:00,213.76,-1.1551055619145434,0.7598944591029023,0.13371212121212125,0.1875,220.17,414.33,9921.26,93.4,220.32,220.13,220.17,63.28702121786428,219.93300000000005,0.7647694808404333,219.91,30.420125807682155,0.00018169429984110758,0,-0.0,0.0,0.0
2019-07-25 18:50:00,213.76,-1.1551055619145434,0.7598944591029023,0.13371212121212125,0.1875,219.85,1084.06,9893.17,93.23,220.22,219.83,219.85,55.48272783861802,219.99100000000004,0.5777544004648717,220.55,28.357560409055356,-0.0014544795982619307,0,0.0,0.0,0.0
2019-07-25 18:55:00,213.76,-1.1551055619145434,0.7598944591029023,0.13371212121212125,0.1875,219.98,1027.46,9903.58,93.42,220.0,219.46,219.98,57.83005094099466,220.07900000000004,0.232143727353022,220.406,26.47544992136821,0.0005911375021513347,0,0.0,0.0,0.0
2019-07-25 19:00:00,213.76,-1.1551055619145434,0.7598944591029023,0.13371212121212125,0.1875,220.01,788.78,9917.35,93.47,220.05,219.72,220.01,58.39258708803834,220.12800000000001,-0.3957762541785511,220.22,24.49943641925059,0.0001363667358190605,0,0.0,0.0,0.0
2019-07-25 19:05:00,213.76,-1.1551055619145434,0.7598944591029023,0.13371212121212125,0.1875,220.25,2344.8,9920.29,93.44,220.26,219.9,220.25,62.80321335116042,220.13600000000002,-0.33867579124670333,219.46,22.522966357064515,0.00109026495149938,0,0.0,0.0,0.0
2019-07-25 19:10:00,213.76,-1.1551055619145434,0.7598944591029023,0.13371212121212125,0.1875,220.46,754.36,9911.98,93.36,220.63,220.25,220.46,66.27858228624807,220.177,-0.3417397037736822,219.62,22.397826085349916,0.0009530077188805685,0,0.0,0.0,0.0
2019-07-25 19:15:00,213.76,-1.1551055619145434,0.7598944591029023,0.13371212121212125,0.1875,220.74,872.92,9924.2,93.57,220.76,220.42,220.74,70.3786959154068,220.21300000000002,0.1512432222935219,219.822,22.78485683962713,0.0012692658095685581,0,-0.0,0.0,0.0
2019-07-25 19:20:00,213.76,-1.1551055619145434,0.7598944591029023,0.13371212121212125,0.1875,220.34,90.84,9904.97,93.42,220.83,220.3,220.34,58.99321052478547,220.196,0.5651980723968586,220.0096,22.36149628930527,-0.0018137304328191477,0,-0.0,0.0,0.0
2019-07-25 19:25:00,213.76,-1.1551055619145434,0.7598944591029023,0.027272727272727268,0.09090909090909093,220.14,351.61,9901.88,93.29,220.37,220.14,220.14,54.12842991066674,220.20699999999997,0.5028419518497294,220.83,20.996214674854222,-0.0009081003166732724,0,-0.0,0.0,0.0
2019-07-25 19:30:00,213.76,-1.1551055619145434,0.7598944591029023,0.02083333333333334,0.09,219.91,206.8,9898.89,93.35,220.14,219.68,219.91,48.96861224424964,220.18499999999995,0.4708859773109686,220.83,20.304480641244574,-0.0010453358524891983,0,-0.0,0.0,0.0
2019-07-25 19:35:00,213.76,-1.1551055619145434,0.7598944591029023,0.14333333333333334,0.205,219.77,1027.33,9894.77,93.38,219.91,219.74,219.77,46.00275362936372,220.14499999999992,0.5797012737009917,220.60000000000002,19.68192001099589,-0.0006368268046369173,0,0.0,0.0,0.0
2019-07-25 19:40:00,213.76,-1.1551055619145434,0.7598944591029023,0.2,0.465,219.92,893.96,9910.64,93.52,219.93,219.74,219.92,49.63427380787033,220.15199999999996,0.5407757890484858,220.41600000000003,18.99468477247749,0.0006822989188706805,0,0.0,0.0,0.0
2019-07-25 19:45:00,213.76,-1.1551055619145434,0.7598944591029023,0.11021324354657687,0.4100729517396184,220.4,1553.57,9926.15,93.75,220.41,219.92,220.4,59.3537850572683,220.19399999999996,0.5932534271201563,219.68,18.395530742181435,0.0021802334217693124,0,-0.0,0.0,0.0
2019-07-25 19:50:00,213.76,-1.1551055619145434,0.7598944591029023,0.14886363636363634,0.2322727272727273,219.76,669.19,9894.69,93.42,220.46,219.7,219.76,46.15759112078632,220.16899999999995,0.5633410692897266,220.46,16.676927948309846,-0.0029080354917410804,0,-0.0,0.0,0.0
2019-07-25 19:55:00,213.76,-1.1551055619145434,0.7598944591029023,-0.002499999999999997,0.3466666666666666,219.43,511.19,9873.28,93.32,219.76,219.32,219.43,40.94245544513908,220.08699999999993,0.8215447222048899,220.46,16.577201260359594,-0.0015027667392401966,0,-0.0,0.0,0.0
2019-07-25 20:00:00,213.76,-1.1551055619145434,0.7598944591029023,0.2325,0.3625,219.41,901.69,9882.43,93.37,219.45,219.14,219.41,40.63329914052445,219.9819999999999,0.7983474015388948,220.46,17.16822498060383,-9.114939391971006e-05,0,-0.0,0.0,0.0
2019-07-25 20:05:00,213.76,-1.1551055619145434,0.7598944591029023,0.016470258136924806,0.4514029180695847,219.22,2544.75,9866.42,93.27,219.44,219.22,219.22,37.63370629250573,219.82999999999993,0.8346696602196843,220.196,17.700146328823642,-0.0008663338662811696,0,-0.0,0.0,0.0
2019-07-25 20:10:00,213.76,-1.1551055619145434,0.7598944591029023,0.10922865013774104,0.4196969696969697,218.91,407.15,9858.05,93.15,219.22,218.38,218.91,33.191734869849135,219.6869999999999,0.8982438528185798,219.9848,20.639720272975467,-0.0014151053419389165,0,-0.0,0.0,0.0
2019-07-25 20:15:00,213.76,-1.1551055619145434,0.7598944591029023,0.07333333333333332,0.11666666666666667,218.89,10445.1,9850.31,93.06,219.09,218.83,218.89,32.9132539898719,219.5619999999999,0.9044376447714877,219.66384,23.285336822712107,-9.136592057526792e-05,0,-0.0,0.0,0.0
2019-07-25 20:20:00,213.76,-1.1551055619145434,0.7598944591029023,0.10607142857142857,0.3163492063492064,215.38,4159.06,9686.81,91.84,218.89,215.01,215.38,12.485761203840646,219.10899999999992,0.9236883159409881,219.407072,29.055435780659103,-0.016165410624328348,0,0.0,0.0,0.0
2019-07-25 20:25:00,213.76,-1.1551055619145434,0.7598944591029023,0.0849074074074074,0.1862962962962963,216.58,2791.96,9723.34,92.1,216.58,215.27,216.58,29.1820272112624,218.7899999999999,0.9173504891064239,219.09,34.2485248428114,0.005556084299498658,0,-0.0,0.0,0.0
2019-07-25 20:30:00,213.76,-1.1551055619145434,0.7598944591029023,0.13333333333333336,0.2333333333333333,215.98,5095.48,9698.01,91.78,216.83,215.76,215.98,26.385416104463843,218.3959999999999,0.9170249982969122,218.89,38.0316505493179,-0.002774183395619838,0,0.0,0.0,0.0
2019-07-25 20:35:00,213.76,-1.1551055619145434,0.7598944591029023,0.03625,0.28625,216.42,722.97,9717.78,91.93,216.99,215.58,216.42,31.717363069613434,217.9979999999999,0.8688973493072276,218.11399999999998,41.542219083550094,0.0020351533388890354,0,0.0,0.0,0.0
2019-07-25 20:40:00,213.76,-1.1551055619145434,0.7598944591029023,0.14,0.3075,216.48,261.04,9723.6,91.93,216.69,216.42,216.48,32.45858486250782,217.6699999999999,0.814245963285471,217.49319999999997,44.70173076435907,0.00027720027897535233,0,-0.0,0.0,0.0
2019-07-25 20:45:00,213.76,-1.1551055619145434,0.7598944591029023,0.015085227272727274,0.2002272727272727,216.35,1179.34,9726.5,91.94,216.53,216.35,216.35,31.63195048957513,217.3619999999999,0.7619877597273156,216.99656,47.59326975284979,-0.0006006977515841229,0,-0.0,0.0,0.0
2019-07-25 20:50:00,213.76,-1.1551055619145434,0.7598944591029023,0.14102833894500566,0.43773849607182935,215.72,346.03,9720.52,91.93,216.36,215.6,215.72,27.817309362402394,216.99299999999988,0.7316985679071517,216.69,50.658262795574466,-0.0029161962018675464,0,0.0,0.0,0.0
2019-07-25 20:55:00,213.76,-1.1551055619145434,0.7598944591029023,0.1857792207792208,0.4210497835497836,215.72,3436.57,9727.0,91.94,215.81,215.67,215.72,27.817309362402387,216.6429999999999,0.6716228132015015,216.53,53.416756534026675,0.0,0,0.0,0.0,0.0
2019-07-25 21:00:00,213.76,-1.1551055619145434,0.7598944591029023,0.2375,0.4307142857142857,216.43,1250.86,9728.05,92.02,216.43,215.72,216.43,38.188523732154934,216.3949999999999,0.46245131789917715,215.01,53.19386565714492,0.003285899057411644,0,-0.0,0.0,0.0
2019-07-25 21:05:00,213.76,-1.1551055619145434,0.7598944591029023,0.11280303030303032,0.2312878787878788,215.8,2653.51,9701.46,91.89,216.46,215.78,215.8,33.45010227908935,216.08599999999993,0.03285889973196269,215.29399999999998,52.87088275395509,-0.0029151167024036593,0,-0.0,0.0,0.0
2019-07-25 21:10:00,213.76,-1.1551055619145434,0.7598944591029023,0.12626262626262624,0.16161616161616166,215.24,1040.88,9724.5,91.58,215.87,214.93,215.24,29.798374779229874,216.07199999999995,0.6329605252593826,216.46,53.59632895247237,-0.0025983682028154526,0,0.0,0.0,0.0
2019-07-25 21:15:00,213.76,-1.1551055619145434,0.7598944591029023,0.004938271604938271,0.079320987654321,215.3,5668.11,9718.67,91.6,215.34,215.21,215.3,30.699034849027047,215.94399999999996,0.6270906880873466,216.46,54.24923053113791,0.0002787197490985415,0,-0.0,0.0,0.0
2019-07-25 21:20:00,213.76,-1.1551055619145434,0.7598944591029023,0.1012987012987013,0.262987012987013,214.18,5267.21,9708.16,91.52,215.3,213.81,214.18,24.24700805704529,215.76399999999995,0.7590744296812175,216.154,56.00221066402328,-0.0052156213975884025,0,-0.0,0.0,0.0
2019-07-25 21:25:00,213.76,-1.1551055619145434,0.7598944591029023,0.18958333333333333,0.3358333333333333,213.31,1594.76,9691.83,91.22,214.39,213.01,213.31,20.524013128895465,215.45299999999992,0.7966479367311605,215.6852,58.02159948834259,-0.004070276269002581,0,0.0,0.0,0.0
2019-07-25 21:30:00,213.76,-1.1551055619145434,0.7598944591029023,0.07821428571428571,0.4238095238095238,214.32,445.46,9706.17,91.42,214.41,212.99,214.32,33.662693142097524,215.23699999999994,0.8005713465316248,215.3,59.76277626286701,0.004723718532626917,0,0.0,0.0,0.0
