Time,FuturePrice,Sharpe,Score,Polarity,Subjectivity,Open,VolumeCoin,Bitcoin,Litecoin,high,low,close,RSI,SMA,Corr,SAR,ADX,Return,Pred_Signal,str_ret,strategy_cu_return,market_cu_return
2019-07-25 21:35:00,213.76,-1.1551055619145434,0.7598944591029023,0.1075,0.215,214.38,643.12,9706.58,91.49,214.41,214.12,214.38,34.37875026736481,215.03999999999996,0.7655840174768406,214.83800000000002,61.329835359938976,0.00027991602702011456,0,-0.0,0.0,0.0
2019-07-25 21:40:00,213.76,-1.1551055619145434,0.7598944591029023,0.07777777777777778,0.16111111111111112,214.14,699.62,9705.44,91.44,214.54,214.14,214.14,32.80496009107098,214.88199999999998,0.7897743691404779,212.99,62.15122873153054,-0.0011201345332495333,0,-0.0,0.0,0.0
2019-07-25 21:45:00,213.76,-1.1551055619145434,0.7598944591029023,0.15606060606060607,0.373989898989899,214.09,445.26,9710.0,91.37,214.23,213.97,214.09,32.46097896703283,214.719,0.7698894132361185,213.3,63.03213666391444,-0.0002335193714928402,0,0.0,0.0,0.0
2019-07-25 21:50:00,213.76,-1.1551055619145434,0.7598944591029023,0.09048295454545456,0.2245265151515152,214.51,1118.63,9709.02,91.43,214.66,214.05,214.51,38.48154462135204,214.527,0.5793219346170914,213.548,61.84857095187321,0.0019598699693801295,0,0.0,0.0,0.0
2019-07-25 21:55:00,213.76,-1.1551055619145434,0.7598944591029023,0.08796296296296298,0.2620370370370371,214.52,305.93,9720.24,91.53,214.64,214.43,214.52,38.626279495162755,214.39899999999997,0.34914928088358693,213.7704,60.783361811036094,4.6616786713456515e-05,0,0.0,0.0,0.0
2019-07-25 22:00:00,213.76,-1.1551055619145434,0.7598944591029023,0.0762987012987013,0.2051948051948052,214.85,400.93,9726.96,91.6,214.86,214.52,214.85,43.500279177861174,214.35999999999996,-0.04334927577105297,213.94832,58.79576062167666,0.0015371361062796762,0,-0.0,0.0,0.0
2019-07-25 22:05:00,213.76,-1.1551055619145434,0.7598944591029023,0.1087121212121212,0.2697811447811448,214.56,256.48,9712.8,91.49,214.85,214.45,214.56,40.36986440342054,214.28599999999992,-0.6667371306839166,214.130656,57.145748002818394,-0.0013506906876357232,0,0.0,0.0,0.0
2019-07-25 22:10:00,213.76,-1.1551055619145434,0.7598944591029023,0.11404761904761905,0.3829761904761905,214.81,426.9,9718.34,91.47,214.81,214.56,214.81,44.21512523506432,214.34899999999993,-0.81139254066014,214.2765248,55.66073664584595,0.0011644969525170107,0,0.0,0.0,0.0
2019-07-25 22:15:00,213.76,-1.1551055619145434,0.7598944591029023,0.13340548340548342,0.3163780663780664,215.07,725.76,9725.12,91.55,215.07,214.74,215.07,48.083729644607345,214.52499999999995,-0.6029401430119149,214.39321984,52.94036344097483,0.0012096400470051445,0,-0.0,0.0,0.0
2019-07-25 22:20:00,213.76,-1.1551055619145434,0.7598944591029023,0.17500000000000002,0.2568181818181818,214.71,314.38,9715.72,91.53,215.14,214.71,214.71,43.44822961326808,214.56399999999994,-0.6062590324021202,214.528575872,50.12887675962723,-0.0016752761142746922,0,0.0,0.0,0.0
2019-07-25 22:25:00,213.76,-1.1551055619145434,0.7598944591029023,0.07703598484848484,0.4632102272727273,214.82,599.88,9710.48,91.51,214.89,214.69,214.82,45.2405082382301,214.60799999999995,-0.5793279951204092,214.6508606976,47.66540530310483,0.0005121877512849588,0,-0.0,0.0,0.0
2019-07-25 22:30:00,213.76,-1.1551055619145434,0.7598944591029023,0.2,0.3375,214.68,772.76,9708.65,91.56,214.93,214.67,214.68,43.299894937345876,214.66199999999995,-0.31364277328093293,215.14,45.20503329572277,-0.0006519208612728224,0,-0.0,0.0,0.0
2019-07-25 22:35:00,213.76,-1.1551055619145434,0.7598944591029023,0.12806637806637805,0.27225829725829725,214.58,132.38,9710.44,91.6,214.71,214.02,214.58,41.87432412870571,214.71099999999993,-0.0009114848619062272,215.046,44.985286753123994,-0.00046591810002793397,0,0.0,0.0,0.0
2019-07-25 22:40:00,213.76,-1.1551055619145434,0.7598944591029023,0.15,0.13636363636363635,214.73,147.22,9707.57,91.63,214.87,214.58,214.73,44.897886671200496,214.7329999999999,0.02218011888076688,214.93,43.84066107111146,0.0006987957704405569,0,0.0,0.0,0.0
2019-07-25 22:45:00,213.76,-1.1551055619145434,0.7598944591029023,0.07954545454545454,0.3068181818181818,214.87,328.48,9710.22,91.72,214.88,214.71,214.87,47.71819001411442,214.7679999999999,0.0029946522263184006,214.02,42.74937880061818,0.0006517691105961214,0,0.0,0.0,0.0
2019-07-25 22:50:00,213.76,-1.1551055619145434,0.7598944591029023,-0.08333333333333333,0.5314814814814814,214.91,369.32,9719.93,91.82,214.96,214.82,214.91,48.55411566062362,214.7739999999999,0.18999007320234693,214.192,41.24757114134754,0.0001861417474776816,0,-0.0,0.0,0.0
2019-07-25 22:55:00,213.76,-1.1551055619145434,0.7598944591029023,0.096875,0.5625,214.81,540.53,9716.82,91.7,214.97,214.77,214.81,46.489362564327706,214.7989999999999,-0.15795128174404685,214.34560000000002,40.086952787884236,-0.00046541935122928465,0,-0.0,0.0,0.0
2019-07-25 23:00:00,213.76,-1.1551055619145434,0.7598944591029023,0.05681818181818181,0.2522727272727273,214.52,867.12,9708.42,91.61,214.96,214.52,214.52,40.88686838210578,214.7699999999999,-0.3215078618087298,214.47048,39.943233482692754,-0.0013509423711609268,0,-0.0,0.0,0.0
2019-07-25 23:05:00,213.76,-1.1551055619145434,0.7598944591029023,0.05625,0.296875,214.32,302.84,9701.27,91.56,214.56,214.25,214.32,37.430333035241716,214.69499999999988,0.1256894117948232,214.97,40.63094895224309,-0.0009327488783711752,0,0.0,0.0,0.0
2019-07-25 23:10:00,213.76,-1.1551055619145434,0.7598944591029023,0.21410446797520666,0.3299586776859504,214.55,250.48,9705.96,91.51,214.59,214.32,214.55,43.53030611694466,214.67899999999992,0.2394367875968716,214.96,41.01239597320453,0.0010725862011805374,0,0.0,0.0,0.0
2019-07-25 23:15:00,213.76,-1.1551055619145434,0.7598944591029023,0.05,0.05,214.78,98.76,9707.88,91.72,214.79,214.52,214.78,49.0494353919717,214.6749999999999,0.44239619902572574,214.818,39.81011485027096,0.0010714369925367477,0,0.0,0.0,0.0
2019-07-25 23:20:00,213.76,-1.1551055619145434,0.7598944591029023,0.04261664261664263,0.40545935545935546,214.89,422.93,9710.21,91.68,214.94,214.77,214.89,51.565007164150124,214.6959999999999,0.36267075924057984,214.25,37.672053523329346,0.0005120208643990762,0,-0.0,0.0,0.0
2019-07-25 23:25:00,213.76,-1.1551055619145434,0.7598944591029023,0.0368809523809524,0.5144285714285715,214.78,657.89,9711.18,91.64,214.96,214.74,214.78,48.88333297638243,214.71599999999995,0.3249246130156532,214.388,35.893546550239385,-0.0005120208643990829,0,-0.0,0.0,0.0
2019-07-25 23:30:00,213.76,-1.1551055619145434,0.7598944591029023,0.15295454545454545,0.3362878787878788,214.37,347.38,9697.55,91.61,214.78,214.37,214.37,40.22071145725467,214.67999999999992,0.43138795739359975,214.96,35.86865942169329,-0.0019107543970261777,0,0.0,0.0,0.0
2019-07-25 23:35:00,213.76,-1.1551055619145434,0.7598944591029023,0.09360119047619048,0.23904761904761904,214.43,2241.06,9693.31,91.54,214.43,214.26,214.43,41.894987315407775,214.6359999999999,0.4678558710314167,214.96,36.23889106273823,0.0002798507480950653,0,0.0,0.0,0.0
2019-07-25 23:40:00,213.76,-1.1551055619145434,0.7598944591029023,0.21265151515151515,0.38416666666666666,214.72,424.63,9704.85,91.5,214.72,213.74,214.72,49.491967024788856,214.6169999999999,0.20797857497738012,214.82,38.03862343670371,0.0013515090021775096,0,0.0,0.0,0.0
2019-07-25 23:45:00,213.76,-1.1551055619145434,0.7598944591029023,0.12777777777777774,0.24007936507936506,214.98,2141.4,9718.39,91.61,214.98,214.59,214.98,55.312304490392904,214.63399999999993,-0.2039272057638355,213.74,37.82594812739853,0.0012101467616003872,0,0.0,0.0,0.0
2019-07-25 23:50:00,213.76,-1.1551055619145434,0.7598944591029023,0.16777777777777778,0.33388888888888885,215.42,252.67,9733.58,92.0,215.55,214.98,215.42,63.270875657397326,214.72399999999993,0.28601145682942747,213.74,34.58404592562135,0.0020446103777066746,0,-0.0,0.0,0.0
2019-07-25 23:55:00,213.76,-1.1551055619145434,0.7598944591029023,0.03518518518518518,0.2796296296296296,215.36,278.4,9727.91,91.9,215.56,215.36,215.36,61.60844530748053,214.82799999999992,0.6361466844825581,214.102,31.620417456350065,-0.00027856446626107085,0,-0.0,0.0,0.0
2019-07-26 00:00:00,213.76,-1.1551055619145434,0.7598944591029023,0.04444444444444445,0.1037037037037037,215.11,415.07,9720.46,91.88,215.36,215.08,215.11,54.92698183478524,214.88399999999993,0.603562890552399,214.3936,30.08759098534504,-0.0011615212586563873,0,0.0,0.0,0.0
2019-07-26 00:05:00,213.76,-1.1551055619145434,0.7598944591029023,0.07107142857142858,0.34265873015873016,215.21,195.13,9719.96,91.8,215.22,214.85,215.21,56.99960922531587,214.9269999999999,0.6216208775420488,214.62688,29.530305572417017,0.00046477041178691954,0,-0.0,0.0,0.0
2019-07-26 00:10:00,213.76,-1.1551055619145434,0.7598944591029023,0.17363636363636364,0.2987878787878788,215.13,704.74,9728.31,91.77,215.35,215.06,215.13,54.76127160081455,214.95099999999994,0.6113661788325554,214.813504,28.30524931945065,-0.000371799046900528,0,-0.0,0.0,0.0
2019-07-26 00:15:00,213.76,-1.1551055619145434,0.7598944591029023,0.098,0.24075,215.04,374.35,9732.01,91.72,215.13,214.93,215.04,52.19899578408835,214.97699999999992,0.5611084824167772,214.85,27.70436616157692,-0.00041843922780847016,0,0.0,0.0,0.0
2019-07-26 00:20:00,213.76,-1.1551055619145434,0.7598944591029023,0.15092191758858425,0.38612714446047774,215.19,324.81,9734.68,91.76,215.26,215.03,215.19,56.01059057717747,215.0589999999999,0.5233288471027948,214.93,26.391505541367316,0.0006973014716680862,0,-0.0,0.0,0.0
2019-07-26 00:25:00,213.76,-1.1551055619145434,0.7598944591029023,-0.01833333333333333,0.08166666666666668,215.01,262.82,9731.23,91.67,215.19,214.83,215.01,50.62791188039649,215.11699999999996,0.20822567214679735,215.56,26.041999521688762,-0.0008368201325152779,0,-0.0,0.0,0.0
2019-07-26 00:30:00,213.76,-1.1551055619145434,0.7598944591029023,0.2536363636363636,0.41375,214.82,95.04,9720.4,91.54,215.11,214.82,214.82,45.499599567933764,215.127,-0.454418734155024,215.41400000000002,25.76894295665149,-0.00088407050403662,0,0.0,0.0,0.0
2019-07-26 00:35:00,213.76,-1.1551055619145434,0.7598944591029023,0.09988636363636363,0.2356926406926407,214.85,58.14,9726.11,91.55,214.85,214.78,214.85,46.45121013349863,215.11399999999998,-0.8731109836159228,215.29520000000002,25.702352992275316,0.00013964205110314316,0,0.0,0.0,0.0
2019-07-26 00:40:00,213.76,-1.1551055619145434,0.7598944591029023,0.14907407407407408,0.2777777777777778,214.99,208.73,9728.65,91.67,214.99,214.85,214.99,50.89683975509149,215.071,-0.8176800668417001,215.19216000000003,24.60048855610649,0.0006514051970525539,0,0.0,0.0,0.0
2019-07-26 00:45:00,213.76,-1.1551055619145434,0.7598944591029023,0.17222222222222222,0.4138888888888889,215.04,144.99,9727.89,91.52,215.07,214.98,215.04,52.46292546717134,215.039,-0.7149343283442076,215.10972800000002,23.03282128091528,0.0002325419167280922,0,-0.0,0.0,0.0
2019-07-26 00:50:00,213.76,-1.1551055619145434,0.7598944591029023,0.1652548209366391,0.3848943985307622,214.95,352.15,9730.17,91.55,215.05,214.93,214.95,49.3171069048005,215.02299999999997,-0.7198554716985004,215.07,21.92886950573265,-0.00041861439249419046,0,0.0,0.0,0.0
2019-07-26 00:55:00,213.76,-1.1551055619145434,0.7598944591029023,0.14603174603174604,0.3214285714285714,215.17,440.77,9736.6,91.57,215.18,214.95,215.17,56.415371399326006,215.01899999999995,-0.6205278330963597,214.78,19.941661995421775,0.0010229704230692298,0,0.0,0.0,0.0
2019-07-26 01:00:00,213.76,-1.1551055619145434,0.7598944591029023,0.04295454545454546,0.1949242424242424,215.42,240.23,9743.06,91.64,215.46,215.17,215.42,62.964503750644695,215.04799999999994,-0.43994840745489466,214.86,19.529269092043183,0.0011611975572644786,0,-0.0,0.0,0.0
2019-07-26 01:05:00,213.76,-1.1551055619145434,0.7598944591029023,0.14671717171717172,0.3929012345679012,215.21,411.18,9732.73,91.6,215.45,215.2,215.21,55.22015635620108,215.06499999999997,-0.5451042235142212,214.95,19.15811547900245,-0.0009753153131303869,0,0.0,0.0,0.0
2019-07-26 01:10:00,213.76,-1.1551055619145434,0.7598944591029023,0.08569023569023569,0.35538720538720536,215.25,119.52,9727.13,91.58,215.25,215.05,215.25,56.356237654618916,215.07099999999997,-0.5070350645862209,215.46,17.621768986179426,0.00018584769834661878,0,0.0,0.0,0.0
2019-07-26 01:15:00,213.76,-1.1551055619145434,0.7598944591029023,0.017954545454545456,0.3079545454545455,215.31,336.16,9726.29,91.62,215.32,215.25,215.31,58.12680201515098,215.10099999999994,-0.3367322978503019,215.45,16.730456616927267,0.0002787068022501298,0,0.0,0.0,0.0
2019-07-26 01:20:00,213.76,-1.1551055619145434,0.7598944591029023,0.0763888888888889,0.08611111111111111,215.32,215.8,9733.66,91.63,215.33,215.27,215.32,58.439036868239725,215.15099999999993,0.15796594132104674,215.37,16.00169603884786,4.6443582666202554e-05,0,-0.0,0.0,0.0
2019-07-26 01:25:00,213.76,-1.1551055619145434,0.7598944591029023,0.09953703703703703,0.3037037037037037,215.26,66.2,9732.12,91.59,215.32,215.26,215.26,55.67153947367052,215.19199999999995,0.44292471253436044,215.33,15.248879053897483,-0.000278693856604357,0,0.0,0.0,0.0
2019-07-26 01:30:00,213.76,-1.1551055619145434,0.7598944591029023,0.022222222222222227,0.37777777777777777,215.29,530.99,9734.04,91.57,215.32,215.23,215.29,56.80789960880226,215.22199999999992,0.4730064062080043,215.33,14.26028080411343,0.00013935663708530865,0,0.0,0.0,0.0
2019-07-26 01:35:00,213.76,-1.1551055619145434,0.7598944591029023,0.07060185185185185,0.19375,215.38,259.61,9741.42,91.64,215.38,215.29,215.38,60.208116225559635,215.25599999999994,0.5085725487681929,215.05,13.937491355010044,0.0004179534274973366,0,-0.0,0.0,0.0
2019-07-26 01:40:00,213.76,-1.1551055619145434,0.7598944591029023,0.15468749999999998,0.35885416666666664,215.34,126.45,9735.01,91.62,215.38,215.21,215.34,57.955077158488585,215.295,0.42020766028965173,215.116,12.741874899086548,-0.00018573551316394425,0,0.0,0.0,0.0
2019-07-26 01:45:00,213.76,-1.1551055619145434,0.7598944591029023,0.055000000000000014,0.15499999999999994,215.36,112.17,9738.26,91.64,215.4,215.31,215.36,58.81136268215936,215.314,0.30954099037510946,215.1688,11.882856061256861,9.287206879212005e-05,0,0.0,0.0,0.0
2019-07-26 01:50:00,213.76,-1.1551055619145434,0.7598944591029023,0.0357142857142857,0.4142857142857143,215.39,105.9,9739.51,91.66,215.42,215.34,215.39,60.163542661258816,215.31099999999998,0.8157698847662284,215.21,11.339888285895384,0.00013929193290066903,0,0.0,0.0,0.0
2019-07-26 01:55:00,213.76,-1.1551055619145434,0.7598944591029023,0.0636574074074074,0.29876543209876544,215.4,362.15,9737.01,91.62,215.42,215.35,215.4,60.642090474667754,215.32999999999998,0.7960086256600053,215.252,10.851217288070055,4.642633302457763e-05,0,0.0,0.0,0.0
2019-07-26 02:00:00,213.76,-1.1551055619145434,0.7598944591029023,0.09493827160493827,0.2871604938271605,215.45,388.23,9734.06,91.6,215.46,215.37,215.45,63.104421544917734,215.34999999999997,0.7621758711470253,215.28560000000002,10.934995428520079,0.00023209933955874233,0,-0.0,0.0,0.0
2019-07-26 02:05:00,213.76,-1.1551055619145434,0.7598944591029023,0.07222222222222224,0.29444444444444445,215.05,311.49,9727.79,91.43,215.45,215.03,215.05,40.55263412726619,215.32399999999998,0.1634150444820728,215.46,12.53490439355012,-0.0018583048321015904,0,-0.0,0.0,0.0
2019-07-26 02:10:00,213.76,-1.1551055619145434,0.7598944591029023,0.20666666666666664,0.2766666666666667,215.0,256.14,9714.61,91.37,215.11,214.93,215.0,38.63498380791804,215.29199999999997,0.1343896319209835,215.46,14.716698016088156,-0.000232531102082568,0,0.0,0.0,0.0
2019-07-26 02:15:00,213.76,-1.1551055619145434,0.7598944591029023,0.10642857142857144,0.18904761904761905,215.0,286.83,9714.92,91.43,215.01,214.85,215.0,38.63498380791803,215.266,0.23749094373230029,215.45,17.223753010812747,0.0,0,-0.0,0.0,0.0
2019-07-26 02:20:00,213.76,-1.1551055619145434,0.7598944591029023,0.04497354497354498,0.2664021164021164,214.76,65.24,9709.07,91.21,215.01,214.73,214.76,30.178281064616147,215.21300000000002,0.6662895124092656,215.32999999999998,20.210135726264816,-0.0011169025732941367,0,-0.0,0.0,0.0
2019-07-26 02:25:00,213.76,-1.1551055619145434,0.7598944591029023,0.205,0.16499999999999998,214.72,780.17,9709.7,91.21,214.77,214.68,214.72,29.002667692410856,215.147,0.8551469950278836,215.20999999999998,23.179096382622195,-0.00018627177105168724,0,-0.0,0.0,0.0
2019-07-26 02:30:00,213.76,-1.1551055619145434,0.7598944591029023,-0.024999999999999998,0.225,214.23,1509.92,9698.88,90.8,214.79,214.23,214.23,18.95315335321812,215.03599999999997,0.9401802565896346,215.10399999999998,27.58981358505174,-0.00228464955418873,0,-0.0,0.0,0.0
2019-07-26 02:35:00,213.76,-1.1551055619145434,0.7598944591029023,0.07500000000000001,0.3796296296296296,213.8,1228.93,9698.9,90.52,214.27,213.78,213.8,14.16676705499255,214.87999999999997,0.9702848918228836,214.92919999999998,32.4698426505516,-0.0020092056381833456,0,0.0,0.0,0.0
