2019-06-03T14:28:31Z,LocalBitcoins Quietly Removes Anonymous In-Person Crypto Cash Trading,By CCN: Peer-to-peer cryptocurrency exchange service LocalBitcoins has completely suspended all physical cash trading on its network. Several traders have since reported having their standing orders canceled forcing them to revert to electronic-only transfer …,Crypto Coins News
2019-06-03T17:38:36Z,Tron CEO Pays $4.5 Million to Give Warren Buffett His Best Crypto Pitch,By CCN: In a frankly incredible turn of events crypto hater Warren Buffett is going to have lunch with Justin Sun – not that he has any choice in the matter. The Tron founder won Buffett’s GLIDE charity auction with a record $4.5 million bid. Tron Founder Pa…,Crypto Coins News
2019-06-03T13:02:10Z,Fluree grabs $4.7M seed round to build blockchain-based database,Fluree a North Carolina startup that wants to bring the immutability of blockchain to the database announced a $4.7 million seed round today led by ​4490 Ventures​ with participation from Revolution’s Rise of the Rest Seed Fund​. As CEO and co-founder Brian…,TechCrunch
2019-06-03T17:53:00Z,A crypto founder paid $4.6 million to have lunch with Warren Buffett who called bitcoin 'rat poison squared',The cryptocurrency founder Justin Sun tweeted that he won the annual charity auction for a lunch with Warren Buffett. Sun founded the cryptocurrency " tron " and paid nearly $4.6 million for the luncheon. Watch tron trade live. The cryptocurrency founder Just…,Business Insider
2019-06-03T17:53:00Z,A crypto founder paid $4.6 million to have lunch with Warren Buffett who called bitcoin 'rat poison squared',The cryptocurrency founder Justin Sun tweeted that he won the annual charity auction for a lunch with Warren Buffett. Sun founded the cryptocurrency " tron " and paid nearly $4.6 million for the luncheon. Watch tron trade live. The cryptocurrency founder Just…,Business Insider
2019-06-03T08:54:02Z,Crypto Dad Confirms Facebook ‘Conversations’ Over GlobalCoin Digital Currency,By CCN: Facebook’s plans to launch the GlobalCoin cryptocurrency are moving full-steam ahead. According to the Financial Times the social media giant has already initiated talks with the Commodity Futures Trading Commission (CFTC). The outgoing chairman of t…,Crypto Coins News
2019-06-03T15:35:21Z,3 Best Cryptos to Buy in 2019 Before They Explode with Massive Gains,By CCN: With numerous bullish breakouts on the longer timeframe the crypto bull market is growing stronger by the day. We’re not just talking about bitcoin. On the contrary the disbelief rally of the king of cryptocurrencies may be on its last legs. This gi…,Crypto Coins News
2019-06-03T18:40:15Z,Tron CEO’s Childish Warren Buffett Stunt Batters BTT Cryptocurrency,By CCN: The BitTorrent cryptocurrency price tanked over 6% in Monday trading after Tron CEO Justin Sun’s latest announcement stunt flopped in hilarious fashion. Tron Founder Will Pitch Crypto to Bitcoin Hater Warren Buffett It turns out Sun was the mystery bi…,Crypto Coins News
2019-06-04T15:30:36Z,TRON Assemble: Justin Sun’s Crack Team to Save Doom-Bringer Buffett,By CCN: In the past week or so TRON CEO Justin Sun teased his followers with multiple announcements concerning upcoming…er announcements. His tweets were enough to launch the values of TRX and BitTorrent (BTT) to between 20% and 40% gains cementing Sun’s re…,Crypto Coins News
2019-06-04T10:23:10Z,Indian Bitconnect Promoter on the Run After Third Crypto Scam,By CCN: Another cryptocurrency scam same fraudster. Police in India’s city of Surat have implicated infamous BitConnect promoter Divyesh Darji in yet another cryptocurrency scam. According to The Times of India Darji was involved in promoting a cryptocurren…,Crypto Coins News
2019-06-04T10:00:50Z,WSJ Wealth Adviser Briefing: Silver’s Slide Blockchain Banks Alexa Everywhere,Silver prices fall to lowest levels relative to gold in more than 26 years; a group of financial firms plan a bitcoin-like token to settle cross-border trades and property managers are bringing Alexa in to manage tenants.,The Wall Street Journal
2019-06-04T22:30:25Z,Litecoin Hashrate Skyrockets amid Rumors of Next-Gen Miner Availability,By CCN: Litecoin may not be immune to today’s crypto market sell-off but the No. 5 cryptocurrency has been one of the leaders of 2019. In addition to the crypto market’s expanding value the hashrate – which is a reflection of computing power dedicated to th…,Crypto Coins News
2019-06-03T07:56:14Z,Morgan Stanley Fears Trade War Recession in 2020 as Stock Market Burns,By CCN: Morgan Stanley’s chief economist expects a global recession in three quarters if the trade war escalates CNBC reported Sunday. In May Donald Trump hiked tariffs on Chinese imports from 10% to 25%. The move sent equities into a tailspin wiping out $1…,Crypto Coins News
2019-06-04T11:31:36Z,The Tech Stock Meltdown Is Just Getting Started Amid Antitrust Knockout,By CCN: We’re halfway to a bear market at least for tech stocks. On Monday it was a FANG bloodbath as the tech-heavy NASDAQ index skidded nearly 2 percent lower. It’s now down ten percent from its recent record highs. But don’t rush to buy the dip. Things c…,Crypto Coins News
2019-06-04T08:06:34Z,Cryptocurrency pioneer is man behind bid for Buffett lunch,Justin Sun 28 has revealed his winning $4.5 million charity bid to have a private lunch with billionaire investor Warren Buffett in New York City.,Daily Mail
2019-06-04T20:18:52Z,This Case Could Change How the SEC Regulates Cryptocurrencies,The SEC filed a complaint against social media company Kik claiming that it improperly marketed its 2017 initial coin offering as an investment vehicle.,Wired
2019-06-03T21:48:30Z,Apple is taking a shot at Google and Facebook with a new iPhone feature — and quietly said it's coming to businesses too (AAPL MSFT OKTA),Apple wants to become the company you trust to keep your passwords and online identity safe. During the opening keynote of its Worldwide Developers Conference on Monday Apple announced a splashy new feature in the upcoming iOS 13 called " Sign in With Apple…,Business Insider
2019-06-03T18:14:17Z,Cryptocurrency pioneer (he’s 28) pays $4.57 million to have lunch with Warren Buffett who once called Bitcoin ‘probably rat poison squared’,Justin Sun hopes to educate the Oracle of Omaha on cryptocurrency and blockchain,Financial Post
2019-06-04T03:00:48Z,Bitcoin Tumbles Back Below $8000 as Cryptocurrencies Stumble,Bitcoin Tumbles Back Below $8000 as Cryptocurrencies Stumble bloomberg.com,Bloomberg
2019-06-04T05:30:01Z,Crypto entrepreneur pays $4.57 million for lunch with Warren Buffett,Cryptocurrency skeptic Warren Buffett will dine with a bitcoin enthusiast all in the name of charity.,CNN
2019-06-05T13:57:40Z,SEC Suggests Ethereum is Usable Currency in Dramatic Kik Lawsuit,By CCN: Ethereum’s status as a legitimate transactional currency was confirmed once again this week – by none other than the Securities and Exchange Commission. The SEC’s recent lawsuit against Kik (KIN) details the particulars of the KIN token sale – the pub…,Crypto Coins News
2019-06-04T13:25:42Z,What a bit! Craig Wright and Satoshi Nakamoto,Who is Craig Wright? Watch What a bit! with William Grant discussing Craig Wright’s claim of being Satoshi Nakamoto the creator of Bitcoin. The post What a bit! Craig Wright and Satoshi Nakamoto appeared first on CCN,Crypto Coins News
2019-06-04T17:30:16Z,Justin Sun Says Warren Buffett Has Been ‘Misled’ on Crypto & Blockchain,By CCN: Tron Founder Justin Sun rocked Wall Street when he made the winning bid for the coveted lunch with billionaire investor Warren Buffett. In one fell swoop he was able not only to capture the attention of bitcoin-hater Buffett but also CNBC’s Becky Qui…,Crypto Coins News
2019-06-05T13:40:53Z,Luxury cars private jets and piles of cash: Warren Buffett inadvertently funded the lavish spending of a couple accused of running an $800 million 'Ponzi-type' scheme,Warren Buffett may have inadvertently helped fund the lavish lifestyle of a couple as part of what the FBI calls an $800 million "Ponzi-type" scheme according to Bloomberg. Buffett's Berkshire Hathaway conglomerate invested $340 million in DC Solar. DC Solar…,Business Insider
2019-06-05T13:40:53Z,Luxury cars private jets and piles of cash: Warren Buffett inadvertently funded the lavish spending of a couple accused of running an $800 million 'Ponzi-type' scheme,Warren Buffett may have inadvertently helped fund the lavish lifestyle of a couple as part of what the FBI calls an $800 million "Ponzi-type" scheme according to Bloomberg. Buffett's Berkshire Hathaway conglomerate invested $340 million in DC Solar. DC Solar…,Business Insider
2019-06-05T22:30:56Z,Facebook to Launch Foundation for Cryptocurrency Partner Nodes: Report,By CCN: Facebook is further along with its cryptocurrency than it has let on. It turns out the digital currency is much closer to its debut than expected. The social media behemoth plans to debut its new stablecoin seemingly GlobalCoin which will reportedly …,Crypto Coins News
2019-06-05T09:36:06Z,Infamous Mt. Gox Villain Mark Karpeles Launches New Blockchain Venture,By CCN: Mark Karpeles disgraced CEO of the infamous Mt. Gox crypto exchange has revealed new plans in the blockchain space. According to Associated Press he will launch a new venture with a view to making Japan a “global leader in blockchain.” Karpeles was…,Crypto Coins News
2019-06-05T01:30:25Z,Israeli Supreme Court Sides with Crypto Exchange in Bank Account Case,By CCN: Bits of Gold Israel’s largest broker of bitcoin and Ethereum can keep its bank account with the country’s biggest bank. That’s the decision from Israel’s Supreme Court on Monday. It overturned a district court’s earlier decision to allow Bank Leumi …,Crypto Coins News
2019-06-05T05:33:46Z,Wall Street Veterans Introduce Innovative Volatility Product to Digital Asset Space,With global policy development and adoption underway the trading volume of digital assets has been steadily rising especially as the Bitcoin price recovers last several months. Different from the traditional stock market that is limited by trading hours and …,Crypto Coins News
2019-06-04T15:30:36Z,TRON Assemble: Justin Sun’s Crack Team to Save Doom-Bringer Buffett,By CCN: In the past week or so TRON CEO Justin Sun teased his followers with multiple announcements concerning upcoming…er announcements. His tweets were enough to launch the values of TRX and BitTorrent (BTT) to between 20% and 40% gains cementing Sun’s re…,Crypto Coins News
2019-06-04T10:23:10Z,Indian Bitconnect Promoter on the Run After Third Crypto Scam,By CCN: Another cryptocurrency scam same fraudster. Police in India’s city of Surat have implicated infamous BitConnect promoter Divyesh Darji in yet another cryptocurrency scam. According to The Times of India Darji was involved in promoting a cryptocurren…,Crypto Coins News
2019-06-04T10:00:50Z,WSJ Wealth Adviser Briefing: Silver’s Slide Blockchain Banks Alexa Everywhere,Silver prices fall to lowest levels relative to gold in more than 26 years; a group of financial firms plan a bitcoin-like token to settle cross-border trades and property managers are bringing Alexa in to manage tenants.,The Wall Street Journal
2019-06-04T22:30:25Z,Litecoin Hashrate Skyrockets amid Rumors of Next-Gen Miner Availability,By CCN: Litecoin may not be immune to today’s crypto market sell-off but the No. 5 cryptocurrency has been one of the leaders of 2019. In addition to the crypto market’s expanding value the hashrate – which is a reflection of computing power dedicated to th…,Crypto Coins News
2019-06-04T11:31:36Z,The Tech Stock Meltdown Is Just Getting Started Amid Antitrust Knockout,By CCN: We’re halfway to a bear market at least for tech stocks. On Monday it was a FANG bloodbath as the tech-heavy NASDAQ index skidded nearly 2 percent lower. It’s now down ten percent from its recent record highs. But don’t rush to buy the dip. Things c…,Crypto Coins News
2019-06-05T21:35:05Z,Stock Market’s Silly Rate Cut Rally Could Easily End in S&P 500 Implosion,By CCN: The stock market has officially exited its mid-year slump. The Dow Jones surged more than 500 points on Tuesday. It added more than 200 points to the tally today. The S&P 500 meanwhile has climbed nearly four percent from its recent low. This massiv…,Crypto Coins News
2019-06-05T14:33:59Z,Bitcoin gaining store-of-value,Bitcoin and the crypto market should remain dominated by speculators susceptible to the path of least resistance but it's gaining "sound money" accolades.,Bloomberg
2019-06-04T08:06:34Z,Cryptocurrency pioneer is man behind bid for Buffett lunch,Justin Sun 28 has revealed his winning $4.5 million charity bid to have a private lunch with billionaire investor Warren Buffett in New York City.,Daily Mail
2019-06-04T20:18:52Z,This Case Could Change How the SEC Regulates Cryptocurrencies,The SEC filed a complaint against social media company Kik claiming that it improperly marketed its 2017 initial coin offering as an investment vehicle.,Wired
2019-06-04T03:00:48Z,Bitcoin Tumbles Back Below $8000 as Cryptocurrencies Stumble,Bitcoin Tumbles Back Below $8000 as Cryptocurrencies Stumble bloomberg.com,Bloomberg
2019-06-05T19:30:27Z,Reality TV’s Big Brother Creator Targets Facebook for Fake Bitcoin Ads,By CCN: John de Mol who is behind the reality television hit show “Big Brother” blames Facebook for scammers using his likeness on fraudulent bitcoin-fueled ads that stole nearly $2 million from investors. De Mol who according to Forbes is worth $1.7 billi…,Crypto Coins News
2019-06-06T01:30:34Z,Bitcoin in Crosshairs as SEC & DOJ Drop Hammer on Crypto Firm Longfin,By CCN: The “crypto” startup Longfin Corp. got spanked by both the SEC and the DOJ for fraud amid a broader regulatory crackdown on bitcoin-related financial crimes. Specifically Longfin’s CEO Venkata Meenavalli is accused of inflating the company’s revenu…,Crypto Coins News
2019-06-06T21:40:01Z,Is the New CFTC Chairman Heath Tarbert a Bitcoin Ally or Enemy?,By CCN: Bitcoin fans are wistful after learning that the pro-crypto CFTC (Commodity Futures Trading Commission) chairman Christopher Giancarlo is stepping down on July 15. The U.S. Senate confirmed Giancarlo’s successor Heath Tarbert by a vote of 84 to 9. G…,Crypto Coins News
2019-06-06T13:35:02Z,SEC Chair: Bitcoin Is Not Like Stocks ‘We Won’t Flip a Switch on Crypto’,By CCN: SEC Chairman Jay Clayton has realized something the crypto community has been trying to tell him for years – cryptocurrencies aren’t stocks. In an interview with CNBC this morning Clayton offered the securities regulator’s latest take on bitcoin and…,Crypto Coins News
2019-06-06T09:13:23Z,China Dominates Stablecoin Crypto Appetite with Over 50% of Global Trading,By CCN: Chinese trading and stablecoin volume account for over half of the transactions sent and received by known parties in the entire world according to the latest issue of Diar. China Dominates Global Tether Crypto Trading Trends Previous research show…,Crypto Coins News
2019-06-05T13:57:40Z,SEC Suggests Ethereum is Usable Currency in Dramatic Kik Lawsuit,By CCN: Ethereum’s status as a legitimate transactional currency was confirmed once again this week – by none other than the Securities and Exchange Commission. The SEC’s recent lawsuit against Kik (KIN) details the particulars of the KIN token sale – the pub…,Crypto Coins News
2019-06-06T16:45:31Z,3 Reasons Why Position Trading is Your Best Bet in the Bitcoin Bull Run,By CCN: Many who trade and invest in bitcoin and other cryptocurrencies share the ultimate goal of maximizing gains in the incoming bull cycle. To achieve this end market participants employ a myriad of tactics including scalping swing trading breakout tra…,Crypto Coins News
2019-06-05T13:40:53Z,Luxury cars private jets and piles of cash: Warren Buffett inadvertently funded the lavish spending of a couple accused of running an $800 million 'Ponzi-type' scheme,Warren Buffett may have inadvertently helped fund the lavish lifestyle of a couple as part of what the FBI calls an $800 million "Ponzi-type" scheme according to Bloomberg. Buffett's Berkshire Hathaway conglomerate invested $340 million in DC Solar. DC Solar…,Business Insider
2019-06-05T13:40:53Z,Luxury cars private jets and piles of cash: Warren Buffett inadvertently funded the lavish spending of a couple accused of running an $800 million 'Ponzi-type' scheme,Warren Buffett may have inadvertently helped fund the lavish lifestyle of a couple as part of what the FBI calls an $800 million "Ponzi-type" scheme according to Bloomberg. Buffett's Berkshire Hathaway conglomerate invested $340 million in DC Solar. DC Solar…,Business Insider
2019-06-05T22:30:56Z,Facebook to Launch Foundation for Cryptocurrency Partner Nodes: Report,By CCN: Facebook is further along with its cryptocurrency than it has let on. It turns out the digital currency is much closer to its debut than expected. The social media behemoth plans to debut its new stablecoin seemingly GlobalCoin which will reportedly …,Crypto Coins News
2019-06-06T12:14:35Z,Binance’s New Stablecoin is a Serious Threat to Tether’s Dominance,By CCN: According to Wei Zhou the chief financial officer at Binance the most widely utilized crypto asset trading platform in the global market the exchange is planning to issue a stablecoin in the upcoming months possibly to compete against Tether. Spea…,Crypto Coins News
2019-06-06T12:52:04Z,Japan Unleashes 200 Tax Specialists to Chase Undeclared Cryptocurrency Gains,By CCN: Japan is adding to its impressive compliance charge on cryptocurrencies by honing in on tax evasion. Through more stringent laws tracking cryptocurrencies the Asian country will gain better access to data from exchanges. The National Tax Agency (NTA)…,Crypto Coins News
2019-06-05T09:36:06Z,Infamous Mt. Gox Villain Mark Karpeles Launches New Blockchain Venture,By CCN: Mark Karpeles disgraced CEO of the infamous Mt. Gox crypto exchange has revealed new plans in the blockchain space. According to Associated Press he will launch a new venture with a view to making Japan a “global leader in blockchain.” Karpeles was…,Crypto Coins News
2019-06-05T01:30:25Z,Israeli Supreme Court Sides with Crypto Exchange in Bank Account Case,By CCN: Bits of Gold Israel’s largest broker of bitcoin and Ethereum can keep its bank account with the country’s biggest bank. That’s the decision from Israel’s Supreme Court on Monday. It overturned a district court’s earlier decision to allow Bank Leumi …,Crypto Coins News
2019-06-05T05:33:46Z,Wall Street Veterans Introduce Innovative Volatility Product to Digital Asset Space,With global policy development and adoption underway the trading volume of digital assets has been steadily rising especially as the Bitcoin price recovers last several months. Different from the traditional stock market that is limited by trading hours and …,Crypto Coins News
2019-06-06T03:04:50Z,None,OnStar saves a baby in Florida an ancient shell in South Carolina and more,USA Today
2019-06-06T14:37:38Z,Business this week - The Economist,Business this week The Economist Reports emerged that America's federal government is preparing to investigate the country's biggest tech firms for anti-competitive practices. The Department of...,The Economist
2019-06-06T21:32:43Z,Dinosaur Jamie Dimon Needs to Accept That Millennials Hate JPMorgan,By CCN: JPMorgan Chase just scrapped its uninspired mobile banking app targeted at millennials. It only lasted one year before Jamie Dimon and co. had to admit defeat. JPMorgan Scraps Stupid Emoji Banking App After 12 Months The Finn app was launched last Jun…,Crypto Coins News
2019-06-06T06:24:08Z,This Dark Horse Exchange Reports Absurd 90% of PAX/USDT Trading,By CCN: Although its volume is excluded BitMAX reported over $2.5 billion in trades between Paxos Standard and USDT in the 24 hours at the time of writing. One Exchange Reports over 10x Market Cap Traded This is an absurd amount of money changing hands with…,Crypto Coins News
2019-06-06T06:56:21Z,Marshall Islands Shuns USD Goes Full Crypto with National Cryptocurrency,By CCN: The Marshall Islands has announced that it will be launching an independently monitored cryptocurrency system for use across the country. The fiat-based cryptocurrency will be governed by consensus as well as a board of seven people three of whom wil…,Crypto Coins News
2019-06-08T16:00:37Z,IEOs Raise Half a Billion Keep Fundraising Alive for Blockchain Startups,By CCN: There’s a new fundraising sheriff in town in the maturing cryptocurrency space. While initial coin offerings (ICOs) were all the rage during the last bitcoin bull run initial exchange offerings or IEOs have muscled them out of the way. If it weren’…,Crypto Coins News
2019-06-07T12:19:21Z,This Crypto Startup Hacks Its Own Users’ Wallets to Rescue $13 Million,By CCN: Better the thief you know than the one you don’t. Cryptocurrency platform Komodo has had to hack its users after discovering a serious security flaw in one of its wallets. According to a press statement by the blockchain startup Komodo’s cybersecurit…,Crypto Coins News
2019-06-07T11:17:09Z,Litecoin Price Soars 18% and Halving Excitement Could Supercharge Value Higher,By CCN: The litecoin price has appreciated more than 18-percent this week and fundamentals suggest that it could go even higher. The LTC-to-dollar rate today established an intraday high of $114.89 on Coinbase exchange. That took its 24-hour adjusted gains t…,Crypto Coins News
2019-06-07T15:52:09Z,Crypto Market OpenBazaar Confirms Upcoming Support for Ethereum,By CCN: Casually OpenBazaar announced this week that it would be adding support for Ethereum. A random promotional tweet from the OpenBazaar account led one follower to ask about support for Ether and Dai the algorithmic stablecoin which has over 1% of Ethe…,Crypto Coins News
2019-06-08T10:03:35Z,Bitpanda Goes Global: Announcing the Bitpanda Global Exchange and the IEO for the Ecosystem Token Best,Vienna 5th of June 2019 – Vienna-based fintech Bitpanda will launch the Bitpanda Global Exchange a global cryptocurrency exchange for experienced traders professionals and institutions. The Bitpanda platform will also get its own ecosystem token through a…,Crypto Coins News
2019-06-07T01:17:55Z,Police smash gang who sold fake train tickets worth £18 MILLION,The group of 18 fraudsters living in the UK and Romania deprived operators of £17.7 million in ticket sales across the rail network. There were arrested following a 12-month investigation.,Daily Mail
2019-06-07T05:05:24Z,Russia’s Massive Oil Industry Considers Using Facebook’s Global Coin,By CCN: According to local reporting Facebook’s Global Coin might soon be used to value barrels of oil according to one wide-ranging article about the impact of technology on the Russian economy. Warning that further American dominance in technology will li…,Crypto Coins News
2019-06-07T10:51:55Z,Facebook set to unveil its own Bitcoin style cryptocurrency on June 18,Laura McCracken - Facebook's head of financial services and payment partnerships Northern Europe - appeared to confirm the claims at a trade conference in Amsterdam.,Daily Mail
2019-06-09T18:00:26Z,The Dow Is Not Imploding and Could Have More Runway for Gains,By CCN: Unpopular opinion – the Dow could rally higher from here and possibly much further than anyone expects. Just about every expert and their cohort are calling for the market to implode. Maybe it’s time to consider the alternative scenario? As the longes…,Crypto Coins News
2019-06-10T05:33:14Z,ABBC Reveals New CTO Forms Partnership with UbiFun for Aladdin25 Development,ABBC Foundation recently inked a strategic partnership with UbiFun a mobile platform development firm based in South Korea. Consequently the partnership officially cements the appointment of UbiFun’s CEO Stanley Park as ABBC Foundation’s CTO from now on. Ub…,Crypto Coins News
2019-06-10T13:14:17Z,Sparrow Makes Trading Options Simple and Secure for Everyone,SINGAPORE 10 June 2019 – Sparrow the Singapore-based options trading platform has launched its revolutionary platform which empowers institutions and individuals to trade options that are settled by smart contract. Sparrow offers a simple and secure way for…,Crypto Coins News
2019-06-10T08:21:26Z,Hitting the Digital Content with BeatzCoin,Nowadays earning cash through the internet is more than just a trend it is killing the traditional entertainment industry by hitting it with the hammer justice. Problem is the new face of normalcy is the conglomerates like Youtube who now more than ever…,Crypto Coins News
2019-06-10T14:50:09Z,CCN is Shutting Down after Google’s June 2019 Core Update,Dear readers Let’s get straight to it. Google’s June 2019 Core Update rolled out on June 3th 2019 and CCN’s traffic from Google searches dropped more than 71% on mobile overnight. As data from SEO analyzer Sistrix shows our visibility on Google dropped from…,Crypto Coins News
2019-06-10T15:47:09Z,Daniel Kelley: The teen behind the cybercrime screen,How a schoolboy went from disrupting a college website to blackmailing the telecoms giant TalkTalk.,BBC News
2019-06-10T15:17:52Z,TalkTalk data breach: Hacker Daniel Kelley is jailed for four years,Daniel Kelley from Llanelli South Wales turned to 'black hat' hacking when he failed to get the GCSE grades to get on to a computer course.,Daily Mail
2019-06-11T08:01:14Z,Bizarre moment Bitcoin cash machine starts firing out £20 notes at busy Tube station,The footage filmed at Bond Street underground station near Oxford Street in London shows £20 notes spewing out of the machine as stunned commuters pass by.,Daily Mail
2019-06-11T07:05:35Z,Video: Bitcoin ATM spews out £20 notes at Bond Street tube station,This is the moment an ATM user looks like he has struck the jackpot when a Bitcoin cashpoint machine starts spewing out wads of £20 notes at Bond Street tube station in London in front of stunned commuters.,Daily Mail
2019-06-12T15:00:00Z,Bitcoin's Climate Impact Is Global. The Cures Are Local.,To measure bitcoin's contribution to global warming you need to know where it is mined and where those computers get their electricity.,Wired
2019-06-12T12:18:16Z,Chinese Bitcoin Trader Commits Suicide after Losing 2000 BTC on 100x Leverage Bet,By CCN Markets: A Chinese Bitcoin trader has allegedly committed suicide after he lost investor’s money in a highly leveraged trade position. According to 8btc Hui Yi lost 2000 Bitcoins after he entered a short position which was liquidated after it went in…,Crypto Coins News
2019-06-12T10:10:56Z,Coinbase Debit Card Launches in 6 EU Nations Boasts ‘Extremely Strong Takeup’,By CCN Markets: Coinbase is expanding its crypto debit card into six more European countries on Wednesday. After launching in the UK in April the company saw “extremely strong take-up” for the card and “blew past” the initial target of 1000 cards. The Coin…,Crypto Coins News
2019-06-12T10:10:56Z,Coinbase Debit Card Launches in 6 EU Nations Boasts ‘Extremely Strong Takeup’,By CCN Markets: Coinbase is expanding its crypto debit card into six more European countries on Wednesday. After launching in the UK in April the company saw “extremely strong take-up” for the card and “blew past” the initial target of 1000 cards. The Coin…,Crypto Coins News
2019-06-12T22:00:11Z,Crypto Spring Has Arrived & Institutional Money Will Move In: Barry Silbert,By CCN Markets: Bitcoin the asset written off by many prominent economists after an enormous fall last year has surged by more than 115% in the first half of 2019. The world’s largest cryptocurrency in May established a year-to-date high of $9090 on Coinba…,Crypto Coins News
2019-06-12T22:00:11Z,Crypto Spring Has Arrived & Institutional Money Will Move In: Barry Silbert,By CCN Markets: Bitcoin the asset written off by many prominent economists after an enormous fall last year has surged by more than 115% in the first half of 2019. The world’s largest cryptocurrency in May established a year-to-date high of $9090 on Coinba…,Crypto Coins News
2019-06-13T02:15:46Z,Jack Dorsey’s Square Crypto Is for Real Revealing First New Hire,By CCN Markets: Square Crypto which until now only appeared to exist on social media is the real deal. It’s been less than a month since Square Crypto announced they were nearing their maiden hire. Now the company made a splash by announcing on Twitter they…,Crypto Coins News
2019-06-13T02:15:46Z,Jack Dorsey’s Square Crypto Is for Real Revealing First New Hire,By CCN Markets: Square Crypto which until now only appeared to exist on social media is the real deal. It’s been less than a month since Square Crypto announced they were nearing their maiden hire. Now the company made a splash by announcing on Twitter they…,Crypto Coins News
2019-06-12T08:23:12Z,Litecoin Price Spikes 357% in 2019 and Momentum Isn’t Dead Yet,By CCN Markets: Year-to-date litecoin price has increased by 357 percent against the U.S. dollar outperforming every top ten crypto asset in the global market including bitcoin Ethereum and EOS. The consistent increase in the value of the crypto asset is …,Crypto Coins News
2019-06-13T12:07:32Z,Indian Call Center Scam Milks $1.7 Million in Bitcoin From US Citizens,By CCN Markets: A gang in India’s Madhya Pradesh state which scammed U.S. citizens hundreds of thousands of dollars through Bitcoin and other methods has been busted and its members arrested. The gang which ran its operations out of a call center is estimated…,Crypto Coins News
2019-06-12T08:52:28Z,$10.8 Billion Bitcoin Tussle Heats Up as Florida Court Summons Craig Wright,By CCN Markets: Craig Wright is to appear in a Florida court next week to contest allegations that he stole 1.1 million Bitcoin from his old friend Dave Kleiman. Wright had initially appealed to postpone proceedings or be allowed to attend via video conferen…,Crypto Coins News
